Aaron
Blagoy
Blaško
Blazhe
Blazho
Blaž
Blažan
Blaže
Blaženko
Blažo
Bleard
Bleart
Bledar
Blend
Blendi
Blerim
Bleron
Blerton
Bljerim
Boban
Bobi
Bogdan
Bogo
Bogoja
Bogoljub
Bogomil
Bogomir
Bogomir Mirko
Bogosav
Bogoslav
Bogumil
Bojan
Bojan Anton
Bojan Franc
Bojan Janez
Bojko
Boleslav
Bolfenk
Boltežar
Bono
Bor
Bora
Boran
Borche
Borcho
Borče
Borčo
Bore
Boris
Boris Andrej
Boris Franc
Boris Ivan
Boris Janez
Boris Jožef
Borisav
Borislav
Boriša
Borivoj
Borivoje
Borja
Borjan
Borko
Borna
Boro
Borut
Bosiljko
Boško
Boštijan
Boštjan
Božidar
Božidar Andrej
Božidar Darko
Božidar Jožef
Božin
Božislav
Božo
Braco
Brahim
Braim
Brajan
Brane
Branimir
Branislav
Branivoj
Branivoje
Branko
Branko Franc
Branko Frančišek
Branko Jožef
Brano
Bratislav
Bratko
Brendon
Brian
Brin
Bronislav
Bruno
Budimir
Bujamin
Bujar
Burhan
Burim
Cane
Carlo
Carlos
Celestin
Cene
Chris
Christian
Christoph
Christopher
Ciril
Ciril Janez
Ciril Metod
Claudio
Clirim
Colin
Cris
Cristian
Csaba
Cvetan
Cvetko
Cveto
Cvijan
Cvijetin
Cvijo
Cviko
Cvjetko
Čaba
Čamil
Časlav
Čazim
Čedo
Čedomil
Čedomir
Črt
Črtomir
Dado
Dag
Dagmar
Dajan
Dako
Dali
Dalibor
Dalimir
Dalip
Dame
Damian
Damijan
Damir
Damjan
Dan
Danaj
Dane
Danej
Dani
Daniel
Daniele
Daniil
Danijel
Danilo
Danimir
Danis
Danislav
Danjel
Danko
Dano
Dante
Dany
Dardan
Dare
Darian
Darij
Darijan
Darijo
Darin
Darinko
Darino
Dario
Daris
Darjan
Darjo
Darko
Daroslav
Darvin
Dashmir
Dashnor
Dašmir
Dašo
Daut
David
David Aleksander
David John
David Peter
Davide
Davor
Davorin
Davorin Martin
Davud
Dean
Dedo
Deen
Defrim
Dejan
Dejančo
Dejvi
Dejvid
Dejvis
Delčo
Demeter
Demetrij
Demian
Demir
Demirali
Demirel
Demis
Demiš
Demitrij
Demuš
Den
Deni
Denijal
Denis
Deniz
Dennis
Deny
Denys
Derviš
Dervo
Desimir
Destan
Devid
Devin
Devis
Dezider
Deziderij
Deyan
Deyancho
Dian
Diar
Dibran
Diego
Dieter
Dijego
Diko
Dilan
Dilaver
Dimche
Dimče
Dimčo
Dime
Dimitar
Dimitri
Dimitrij
Dimitrija
Dimitrije
Din
Dine
Dinko
Dino
Dion
Dionis
Dionizij
Djafer
Djego
Djelal
Djemal
Djerdj
Djevad
Djevat
Djevdet
Djoka
Djoko
Djordje
Djordjo
Djura
Djuradj
Djuro
Dmitar
Dmitri
Dmitrij
Dmitry
Dmytro
Dobran
Dobre
Dobri
Dobrica
Dobrinko
Dobrivoj
Dobrivoje
Dobromir
Dobrosav
Dobroslav
Dojčin
Dolfe
Domagoj
Domen
Domenico
Domin
Dominic
Dominik
Dominko
Don
Donald
Donart
Donat
Donato
Done
Donovan
Dore
Dorian
Dorijan
Dorjan
Dorjano
Dorko
Dorotej
Dragan
Dragancho
Dragančo
Drage
Dragec
Dragi
Dragislav
Dragiša
Dragić
Drago
Drago Franc
Drago Karel
Drago Karl
Dragoja
Dragoje
Dragoljub
Dragomil
Dragomir
Dragorad
Dragoslav
Dragoš
Dragotin
Dragovan
Dragutin
Draško
Dražan
Draže
Dražen
Draženko
Drejc
Dren
Drilon
Dritan
Driton
Dubravko
Duilij
Durak
Durim
Dursum
Dushan
Dushko
Dušan
Dušan Anton
Dušan Franc
Dušan Janez
Dušan Stanislav
Duško
Džabir
Džafer
Džan
Džanan
Džavid
Džavit
Džejlan
Dželadin
Dželal
Dželjalj
Džemail
Džemal
Džemil
Džemo
Dženan
Dženis
Dževad
Dževair
Dževat
Dževdet
Džezmi
Džimi
Džoni
Džordže
Dylan
Dániel
Ecij
Ecijo
Ecio
Edbin
Edgar
Edham
Edhem
Edi
Edib
Edim
Edin
Edip
Edis
Edison
Edit
Edmir
Edmond
Edmund
Edo
Edoardo
Edon
Edonis
Edonit
Eduard
Eduardo
Edvard
Edvard Franc
Edvin
Edward
Edwin
Eftim
Egidij
Egidio
Egon
Egzon
Ejub
Ejup
Ekram
Ekrem
Elbasan
Eldar
Eldi
Eldin
Eldis
Elek
Elemer
Elemir
Elez
Elfat
Elham
Elhan
Elian
Elias
Elija
Elijo
Elin
Elio
Elion
Elis
Eljo
Elko
Elmar
Elmas
Elmaz
Elmedin
Elmi
Elmin
Elmir
Elsan
Elton
Elvedin
Elver
Elvin
Elvino
Elvio
Elvir
Elvis
Eman
Emanuel
Emanuele
Emel
Emerik
Emil
Emil Anton
Emil Franc
Emil Ivan
Emil Jožef
Emil Milan
Emilij
Emilijan
Emilijan Milan
Emilijo
Emilio
Emiljan
Emin
Emir
Emra
Emrah
Emran
Emre
Emsad
Emsud
Emsudin
Enam
Enco
Endi
Endis
Endre
Endrit
Enei
Enej
Enes
Enez
Engelbert
Enid
Enis
Eniz
Ennio
Enrico
Enriko
Ensad
Ensar
Enver
Enzo
Erazem
Erblin
Erdi
Erdin
Erdogan
Erduan
Erdžan
Ergin
Erhan
Erhard
Eric
Erich
Erih
Erik
Erin
Erion
Eris
Erjon
Erkan
Ermal
Ermin
Erminij
Erminio
Ernad
Ernes
Ernest
Ernesto
Erni
Ernis
Ernoe
Ernst
Ernö
Erol
Eron
Eros
Ersan
Ervin
Erwin
Esad
Esat
Esed
Esmin
Esmir
Esperij
Ešef
Ešref
Etbin
Etem
Ethem
Etien
Etienne
Etjan
Eugen
Evald
Evan
Evelin
Evgen
Evgenij
Evgeny
Evstahij
Ezio
Fabian
Fabijan
Fabijo
Fabio
Fabjan
Fabjo
Fabrizio
Fadil
Fadilj
Fahir
Fahredin
Fahret
Fahri
Fahro
Fahrudin
Faik
Fajik
Fajko
Faredin
Faris
Farko
Faruk
Fatih
Fatlind
Fatlum
Fatmir
Faton
Fatos
Faustin
Fausto
Fazli
Fazlija
Fedahija
Federico
Fedja
Fedor
Fehim
Fehmi
Feho
Fehrat
Fehret
Fehrudin
Feim
Fejsal
Fejzo
Fejzula
Felice
Felicijan
Feliks
Feliks Srečko
Felix
Femi
Feodor
Ferat
Ferdi
Ferdinand
Ferdo
Ferenc
Ferhad
Ferhat
Feri
Ferid
Ferit
Feriz
Ferruccio
Ferucio
Feručo
Festim
Feta
Fetah
Feti
Fevzi
Fidaim
Fidan
Fidančo
Fikret
Filip
Filip Aleksander
Filip Franc
Filip Ivan
Filip Jakob
Filippo
Finn
Firzet
Fisnik
Fitim
Flamur
Flavio
Fljorim
Florent
Florian
Florijan
Florijan Cvetko
Florim
Florin
Florjan
Flurim
Fortunat
Fran
Franc
Franc Alojz
Franc Alojzij
Franc Andrej
Franc Anton
Franc Boris
Franc Branimir
Franc Branko
Franc Dušan
Franc Emil
Franc Ferdinand
Franc Ivan
Franc Janez
Franc Jože
Franc Jožef
Franc Leopold
Franc Marijan
Franc Marjan
Franc Martin
Franc Mihael
Franc Milan
Franc Pavel
Franc Peter
Franc Stanislav
Franc Valentin
Franc Vladimir
France
Francelj
Francesco
Franci
Franci Branko
Francisco
Franco
Franček
Frančišek
Frančišek Branko
Frane
Franek
Franja
Franjo
Frank
Franko
Frano
František
Franz
Fred
Freddy
Fredi
Fredo
Fredy
Frenk
Frenki
Fric
Friderik
Friderik Mirko
Friderik Miroslav
Frido
Fridolin
Fridrih
Friedrich
Fritz
Fuad
Fuat
Fulvio
Gaber
Gabor
Gabriel
Gabriele
Gabrijel
Gabro
Gadaf
Gael
Gaetano
Gafur
Gafurr
Gaj
Gajo
Gajur
Gal
Galib
Gall
Gani
Gašpar
Gašper
Gašper Miha
Gavril
Gavrilo
Gavro
Gazi
Gazmen
Gazmend
Genc
Gent
Gentian
Gentrit
Georg
George
Georgi
Georgij
Georgije
Gerald
Gerasim
Gerd
Gerhard
German
Geza
Gezim
Gheorghe
Giancarlo
Gianfranco
Giani
Gianluca
Gianni
Gilbert
Gino
Giordano
Giorgio
Giovanni
Giuliano
Giulio
Giuseppe
Gjelbrim
Gjevat
Gjoko
Gjorgi
Gjorgje
Gjorgji
Gjuro
Gleb
Glen
Gligor
Goce
Gojko
Gojmir
Golub
Goran
Gorancho
Gorančo
Gorazd
Gordan
Gordon
Gorgi
Gorjan
Gostimir
Gosto
Gotard
Gotse
Gottfried
Graciano
Gracijan
Gracijano
Gradimir
Granit
Grega
Gregi
Gregor
Gregorij
Gregory
Grga
Grgo
Griša
Grozdan
Grujica
Grujo
Guenter
Guerino
Guido
Gustav
Gusti
Gustl
Gverino
Gvido
Gvidon
Gvozden
Gzim
Gábor
Günter
Gyula
György
Habib
Hadis
Hadži
Hadžib
Hadžo
Hafir
Hafiz
Hagji
Hajdar
Hajdin
Hajradin
Hajredin
Hajri
Hajriz
Hajro
Hajrudin
Hajrullah
Hajrush
Hajzer
Haki
Hakif
Hakija
Hakim
Halid
Halil
Halim
Halit
Haljilj
Hamdi
Hamdija
Hamdo
Hamed
Hamez
Hamid
Hamit
Hamo
Hamza
Hamzalija
Hamzi
Hamzo
Han
Hanan
Hano
Hans
Hans Peter
Haradin
Harald
Hari
Harij
Haris
Hariz
Harun
Hasan
Hase
Hashim
Hasib
Hasim
Hasko
Haso
Hašim
Hazbi
Hazbija
Hazim
Hazir
Haxhi
Heinrich
Heinz
Hektor
Heliodor
Helmut
Henri
Henrih
Henrik
Henry
Herbert
Herman
Herolind
Hetem
Hidajet
Hieronim
Hijeronim
Hikmet
Hilarij
Hilmi
Hilmija
Hilmo
Himzo
Hinko
Hisen
Hisni
Horst
Hotimir
Hrabroslav
Hranislav
Hristijan
Hruste
Hrvoje
Hubert
Hugo
Hugon
Humbert
Hurem
Huse
Husein
Husejin
Husejn
Huska
Husmir
Husnija
Huso
Husref
Huzeir
Hysen
Hysni
Ian
Ibish
Ibraga
Ibrahim
Ibraim
Ibrišim
Ibro
Idris
Idriz
Ifet
Ignac
Ignacij
Ignacije
Ignjat
Igo
Igor
Igor Janez
Igorcho
Igorčo
Ihor
Ijan
Ikmet
Ilan
Ilaz
Ilber
Ilcho
Ilčo
Ile
Ilfad
Ilhan
Ilia
Ilija
Ilijas
Ilijaz
Ilir
Ilirjan
Iliya
Ilj
Ilja
Iljas
Iljaz
Iljir
Iljo
Ilko
Ilmi
Ilmija
Ilo
Ilya
Imad
Imer
Imran
Imre
Imri
Inas
Indir
Ines
Ingo
Inko
Ino
Inti
Ion
Irenej
Irfan
Irfet
Irhad
Irman
Irnad
Irnes
Irvin
Isa
Isad
Isak
Isen
Ishak
Isidor
Islam
Isljam
Ismail
Ismailj
Ismajl
Ismar
Ismet
Ismir
Isni
Iso
Istok
Istref
Istvan
István
Isuf
Ištvan
Italo
Ivan
Ivan Alojzij
Ivan Andrej
Ivan Anton
Ivan Emil
Ivan Franc
Ivan Jakob
Ivan Janez
Ivan Janko
Ivan Jože
Ivan Jožef
Ivan Marijan
Ivan Marjan
Ivan Martin
Ivan Milan
Ivan Pavel
Ivan Peter
Ivan Stanislav
Ivan Vladimir
Ivano
Ive
Ivica
Ivko
Ivo
Ivor
Izak
Izeir
Izer
Izet
Izidor
Izo
Iztok
Izudin
Jacques
Jadran
Jadranko
Jago
Jagoš
Jahija
Jahir
Jak
Jaka
Jakec
Jaki
Jako
Jakob
Jakob Aljaž
Jakob Franc
Jakob Gal
Jakob Janez
Jakob Martin
Jakob Rado
Jakob Radoslav
Jakob Vid
Jakov
Jakša
Jakub
Jakup
Jalen
Jamin
Jan
Jan Janez
Jan Luka
Jan Mark
Jan Martin
Jan Peter
Jan Žan
Janči
Jandre
Jandro
Jane
Janej
Janek
Janez
Janez Alojzij
Janez Andrej
Janez Anton
Janez Franc
Janez Gregor
Janez Ivan
Janez Jan
Janez Jani
Janez Janko
Janez Jože
Janez Jožef
Janez Marjan
Janez Marko
Janez Martin
Janez Matija
Janez Pavel
Janez Peter
Janez Stanislav
Janez Tomaž
Jani
Janik
Janin
Janislav
Janko
Jannik
Jano
Janos
Janoš
Januš
Januz
Janž
Janže
Jaro
Jaroslav
Jaroš
Jasenko
Jaser
Jashar
Jasim
Jasin
Jasmin
Jasminko
Jasmir
Jaš
Jaša
Javor
Jean
Jean Luc
Jean Luka
Jefto
Jelenko
Jelko
Jemin
Jenoe
Jenő
Jeremija
Jerko
Jernej
Jernej Nejc
Jeronim
Jesenko
Jetish
Jetmir
Jeton
Jetullah
Jevrem
Jevto
Jezdimir
Jie
Joahim
Job
Joce
Joco
Joel
Johan
Johann
Johannes
John
Jon
Jona
Jonas
Jonatan
Jonathan
Jonche
Jonče
Joni
Jonus
Jonuz
Jordan
Jordančo
Jorg
Jos
Josef
Joseph
Joshua
Josif
Josip
Joso
Joško
Jošt
Jovan
Jovica
Jovo
Jozef
Jozo
Jozsef
Joža
Jože
Jože Andrej
Jože Ivan
Jože Janez
Jože Peter
Jože Stanislav
Jožef
Jožef Aleksander
Jožef Alojz
Jožef Alojzij
Jožef Anton
Jožef Božidar
Jožef Ciril
Jožef Franc
Jožef Ivan
Jožef Janez
Jožef Karol
Jožef Marijan
Jožef Marjan
Jožef Martin
Jožef Milan
Jožef Pavel
Jožef Peter
Jožef Stanislav
Jožek
Joži
Jožko
Juan
Juergen
Jugoslav
Jule
Julian
Julij
Julijan
Julijo
Julius
Juljan
Julko
Jun
Junuz
Jur
Jura
Juraj
Jurče
Jurček
Jure
Juri
Jurica
Jurij
Jurij Marko
Jurko
Juro
Jusmir
Juso
Just
Justin
Jusuf
Juš
Ján
János
Jürgen
József
Kaan
Kabir
Kadir
Kadri
Kadrija
Kai
Kaj
Kajetan
Kajtaz
Kajtimir
Kal
Kalman
Kamber
Kamel
Kamenko
Kamer
Kamil
Kamilo
Kan
Kancijan
Kanija
Kapllan
Karel
Karel Drago
Karel Dragotin
Karim
Karl
Karl Drago
Karli
Karlo
Karlo Drago
Karmel
Karol
Karol Drago
Karolj
Karpo
Kasim
Kasper
Kastriot
Kazim
Kazimir
Kebir
Kemajl
Kemal
Kemo
Ken
Kenad
Kenan
Keni
Kenin
Kenny
Kerim
Kevin
Kian
Kiar
Kilian
Kim
Kimi
Kircho
Kirčo
Kire
Kiril
Kiro
Kjanija
Kjemal
Klas
Klaudij
Klaudijo
Klaudio
Klaus
Klavdi
Klavdij
Klavdijo
Klavdio
Klemen
Klement
Klime
Kliment
Koce
Kojo
Kole
Kolja
Koljo
Koloman
Konrad
Konstantin
Korab
Korado
Kosta
Kostadin
Kostantin
Kostja
Kosto
Kras
Krenar
Kreshnik
Krešimir
Krešo
Kris
Kristan
Kristian
Kristijan
Kristjan
Kristl
Kristo
Kristofer
Krištof
Krsta
Krstan
Krste
Krsto
Krume
Krunislav
Kruno
Krunoslav
Ksaver
Kujtim
Kurt
Kushtrim
Kuzman
Kvirin
Labinot
Laci
Ladi
Ladimir
Ladislav
Ladko
Lado
Lajos
Lajoš
Lamar
Lambert
Lan
Lanej
Lar
Laren
Lari
Laris
Lars
Laslo
Laste
Laszlo
Latif
Laurent
Lauro
Lavdim
Lavdrim
Lavrencij
Lazar
Laze
Lazo
Lean
Leander
Leandro
Leart
Ledion
Lejon
Lejs
Lenard
Lenart
Lenko
Leo
Leon
Leonard
Leonardo
Leonel
Leonid
Leonis
Leonit
Leopold
Leopold Franc
Leotrim
Leutrim
Lev
Levin
Levko
Li
Liam
Lian
Libero
Liljan
Liman
Limon
Lin
Lino
Lion
Lionel
Liridon
Lirim
Livij
Livijo
Livio
Ljirim
Ljuan
Ljuban
Ljubčo
Ljube
Ljuben
Ljubinko
Ljubisav
Ljubislav
Ljubiša
Ljubko
Ljubo
Ljubodrag
Ljubomir
Ljuboslav
Ljudevit
Ljuljzim
Ljupcho
Ljupčo
Ljupko
Lojze
Lojzek
Lokman
Loredano
Loren
Lorenc
Lorenzo
Lorik
Loris
Lovre
Lovrenc
Lovrencij
Lovro
Luan
Lube
Lubomir
Luc
Luca
Lucas
Lucian
Luciano
Lucijan
Lucijano
Lucio
Lucjan
Lučano
Lučko
Lučo
Ludovik
Ludvig
Ludvik
Luigi
Luis
Luka
Luka Aleksander
Luka Gal
Luka Martin
Lukas
Lukec
Lulzim
Lumni
Lun
Lupčo
Lutfi
Lutvo
László
Lyupcho
Mahir
Mahmut
Maho
Mai
Maid
Maik
Maj
Maj Luka
Majid
Majk
Mak
Maks
Maksi
Maksim
Maksimilian
Maksimilijan
Maksimiljan
Maksut
Maksym
Malik
Malin
Mališa
Malić
Maliq
Mane
Manfred
Manojlo
Manu
Manuel
Marc
Marcel
Marcello
Marcelo
Marco
Marcus
Marčel
Marčelo
Mare
Marek
Marian
Marij
Marijan
Marijan Franc
Marijan Ivan
Marijan Janez
Marijan Jože
Marijan Jožef
Marijo
Marin
Marinčo
Marinko
Marino
Mario
Marius
Marjan
Marjan Alojz
Marjan Andrej
Marjan Anton
Marjan Franc
Marjan Ivan
Marjan Janez
Marjan Jože
Marjan Jožef
Marjan Matevž
Marjan Peter
Marjan Stanislav
Marjančo
Marjo
Mark
Mark Aleksander
Mark Antonij
Mark David
Marko
Marko Andrej
Marko Anton
Marko Jožef
Markus
Marlon
Marsel
Mart
Martel
Martin
Martin Anton
Martin Darko
Martin Davorin
Martin Luka
Marvin
Maryan
Masar
Masimo
Massimiliano
Massimo
Maše
Mate
Matej
Mateja
Matejko
Mateo
Matevž
Mathias
Matia
Matias
Matic
Matiček
Matija
Matija Franc
Matija Jožef
Matija Matic
Matijas
Matijaž
Matis
Matjaž
Matjažek
Matko
Mato
Matt
Matteo
Matthias
Mattia
Matyas
Maurice
Mauricij
Mauricijo
Mauricio
Maurizio
Mauro
Mavricij
Mavricijo
Mazlam
Max
May
Maxim
Maximilian
Medard
Medat
Medi
Medin
Medo
Medžid
Mefail
Mehdi
Mehdija
Mehdin
Mehemed
Mehmed
Mehmedalija
Mehmet
Meho
Mehrudin
Meisad
Mejaz
Mejdi
Mejdin
Mel
Meldin
Melhijor
Melhior
Melis
Melvin
Memaga
Memet
Menan
Mendim
Mensud
Mensur
Mentor
Merdan
Merfin
Mergim
Merhan
Merim
Meris
Meriton
Merlin
Mersad
Mersat
Mersed
Mersid
Mersim
Mersin
Mersud
Mersudin
Mervan
Merzuk
Mesud
Mesut
Metin
Metko
Metod
Metodi
Metodija
Mevlid
Mevludin
Mevmed
Mexhid
Michael
Michal
Michel
Michele
Mičo
Midhad
Midhat
Midhet
Midho
Mifail
Miftar
Miguel
Miha
Miha Marko
Mihad
Mihael
Mihael Milan
Mihai
Mihail
Mihailo
Mihajel
Mihajilo
Mihajlo
Mihal
Mihalj
Mihec
Mihej
Mihel
Miho
Mihovil
Mihret
Mihály
Mijat
Mijo
Mijodrag
Mik
Mika
Mikajlo
Mikan
Mike
Mikel
Mikhail
Miki
Mikica
Miklavž
Miko
Miladin
Milaim
Milan
Milan Anton
Milan Emil
Milan Franc
Milan Ivan
Milan Jožef
Milanko
Milazim
Mile
Milen
Milenko
Mileta
Milidrag
Milija
Milijan
Milika
Milimir
Milinko
Milisav
Milivoj
Milivoje
Milić
Miljaim
Miljan
Miljenko
Milko
Milo
Milodrag
Miloje
Milojica
Milojko
Milomir
Milorad
Milosav
Miloslav
Miloš
Milovan
Milun
Milutin
Minel
Minir
Miodrag
Miomir
Miralem
Miralim
Miran
Mirando
Mirche
Mirče
Mire
Mirel
Mirfet
Mirhad
Mirhat
Mirhet
Mirislav
Mirjan
Mirko
Mirnes
Miro
Miroljub
Miron
Miroslav
Miroslav Jožef
Mirsad
Mirsat
Mirso
Mirt
Mirvad
Mirvet
Mirza
Mirzad
Mirzet
Mirzo
Mischel
Misin
Mislav
Miša
Mišel
Miško
Mišo
Mita
Mitar
Mitat
Mite
Mithad
Mithat
Mitija
Mitja
Mitja Franc
Mitja Janez
Mitjan
Mitko
Mito
Mitodija
Mitre
Mića
Mićo
Mladen
Mladenko
Mladjan
Mladjen
Mlađan
Mlađen
Mlađo
Moamer
Modest
Mohamed
Mohor
Mohsen
Mojmir
Momčilo
Mome
Momir
Momo
Moreno
Moris
Muamed
Muamer
Muamet
Muarem
Muaz
Mufid
Muhamed
Muhamet
Muhammed
Muharem
Muharrem
Muhedin
Muhibija
Muhidin
Muho
Muja
Mujadin
Mujaga
Muje
Mujo
Mumin
Munever
Munib
Munir
Muradif
Murat
Muris
Muriz
Mursel
Murtez
Murtezan
Musa
Musaj
Musli
Muso
Mustaf
Mustafa
Mustafe
Musto
Muzafer
Mykhailo
Mykhaylo
Mykola
Nac
Nace
Nadan
Nadir
Nado
Nadžip
Nafi
Nafis
Nagib
Nai
Nail
Naim
Naj
Najil
Nal
Namik
Namir
Nan
Nande
Nani
Narcis
Narciso
Narciz
Narsej
Naser
Nasir
Nasko
Nastja
Nasuf
Natan
Natanael
Nathan
Natko
Naum
Nazif
Nazim
Nazmi
Nazmija
Nay
Nderim
Neat
Nebi
Nebih
Nebojiša
Nebojša
Nedeljko
Nedelko
Nediljko
Nedim
Nedin
Nedjad
Nedjan
Nedjat
Nedjeljko
Nedjo
Nedo
Nedžad
Nedžat
Nedžib
Nedžmedin
Nefad
Negjmedin
Negoslav
Negovan
Nehat
Nehrudin
Nei
Neil
Nej
Nejc
Nejc Jernej
Nejko
Nejo
Nel
Nelis
Nemanja
Nenad
Neno
Neo
Nerino
Nermin
Neshat
Nesib
Nesim
Nesret
Nestor
Nešat
Neven
Nevenko
Nevij
Nevijo
Nevio
Nevjo
Nevres
Nevzat
Nevzet
Nevzudin
Nezir
Neđad
Neđat
Neđeljko
Nexhat
Nexhmedin
Neđo
Nian
Niaz
Nicholas
Nick
Nickolas
Nicky
Nico
Nicola
Nicolas
Nigel
Nihad
Nihat
Nijaz
Nijazi
Nik
Niki
Nikica
Nikita
Niklas
Niko
Nikodem
Nikola
Nikolai
Nikolaj
Nikolas
Nikolay
Nikolche
Nikolcho
Nikolče
Nikolčo
Nikša
Nil
Nils
Ninko
Nino
Ninoslav
Nisad
Nisret
Nisvet
Nizam
Njegoš
Noa
Noah
Noe
Noel
Norbert
Norman
Novak
Novalija
Novica
Novko
Novo
Nuha
Nuhi
Nuradin
Nuraga
Nuran
Nurdin
Nuredin
Nurfad
Nurfet
Nuri
Nuridin
Nurif
Nurija
Nurudin
Nusmir
Nusret
Nysret
Obrad
Obren
Obrenko
Odisej
Odon
Ognen
Ognjen
Ognjeslav
Ohran
Oktavij
Oktavijan
Olaf
Oleg
Oleh
Oleksandr
Oliver
Olivij
Olivio
Om
Omar
Omer
Orce
Orest
Oreste
Orfej
Orges
Orhan
Orlando
Ortse
Oscar
Oskar
Osman
Osme
Osmo
Oste
Ostoja
Osvald
Otmar
Oto
Otokar
Oton
Otto
Ozren
Ozrenko
Ozvald
Ožbald
Ožbalt
Ožbe
Ožbej
Ožbi
Ožbolt
Pablo
Pajazit
Pajo
Pajtim
Pal
Pan
Panche
Panče
Pande
